country_code,region_name,iata,icao,airport,latitude,longitude,country
CO,Antioquia,TRB,SKTU,Gonzalo Mejia Airport,8.07453,-76.7415,Colombia
CO,Boyaca,PYA,SKVL,Velasquez Airport,5.93904,-74.457,Colombia
CO,Amazonas,ECO,,El Encanto Airport,-1.753333333,-73.20472222,Colombia
CO,Antioquia,CAQ,SKCU,Juan H. White Airport,7.96847,-75.1985,Colombia
CO,Antioquia,ADN,SKAN,Andes Airport,5.69764,-75.88038,Colombia
CO,Santander,AZT,,Zapatoca Airport,6.816667,-73.283333,Colombia
CO,Choco,BHF,SKCP,Bahia Cupica Airport,6.55,-77.3263,Colombia
CO,Meta,BAC,,Barranca de Upia Airport,4.583333,-72.966667,Colombia
CO,Narino,ECR,SKEH,El Charco Airport,2.449444444,-78.09416667,Colombia
CO,Narino,PSO,SKPS,Antonio Narino Airport,1.39625,-77.2915,Colombia
CO,"San Andres, Providencia y Santa Catalina",ADZ,SKSP,Gustavo Rojas Pinilla International Airport,12.5836,-81.7112,Colombia
CO,Putumayo,VGZ,SKVG,Villa Garzon Airport,0.978767,-76.6056,Colombia
CO,Caqueta,TQS,SKTQ,Captain Ernesto Esguerra Cubides Air Base,0.7459,-75.234,Colombia
CO,Guainia,PDA,SKPD,Obando Airport,3.85353,-67.9062,Colombia
CO,Caqueta,CQT,,Caquetania Airport,2.033333,-74.216667,Colombia
CO,Sucre,CZU,SKCZ,Las Brujas Airport,9.33274,-75.2856,Colombia
CO,Casanare,PZA,SKPZ,Paz de Ariporo Airport,5.87615,-71.8866,Colombia
CO,Distrito Capital de Bogota,BOG,SKBO,El Dorado International Airport,4.70159,-74.1469,Colombia
CO,Casanare,SQE,,San Luis de Palenque Airport,5.400181,-71.7001,Colombia
CO,Caqueta,SVI,SKSV,Eduardo Falla Solano Airport,2.15217,-74.7663,Colombia
CO,Tolima,GIR,SKGI,Santiago Vila Airport,4.27624,-74.7967,Colombia
CO,Atlantico,BAQ,SKBQ,Ernesto Cortissoz International Airport,10.8896,-74.7808,Colombia
CO,Norte de Santander,OCV,SKOC,Aguas Claras Airport,8.31506,-73.3583,Colombia
CO,Antioquia,AFI,SKAM,Amalfi Airport,6.91667,-75.0667,Colombia
CO,Santander,EJA,SKEJ,Yariguies Airport,7.02433,-73.8068,Colombia
CO,Valle del Cauca,BUN,SKBU,Gerardo Tobar Lopez Airport,3.81963,-76.9898,Colombia
CO,Cordoba,MTR,SKMR,Los Garzones Airport,8.82374,-75.8258,Colombia
CO,Valle del Cauca,CRC,SKGO,Santa Ana Airport,4.75818,-75.9557,Colombia
CO,Guainia,MHF,,Morichal Airport,1.75,-69.916667,Colombia
CO,Antioquia,MDE,SKRG,Jose Maria Cordova International Airport,6.16454,-75.4231,Colombia
CO,Choco,COG,SKCD,Mandinga Airport,5.08333,-76.7,Colombia
CO,Magdalena,SMR,SKSM,Simon Bolivar International Airport,11.1196,-74.2306,Colombia
CO,Arauca,RAV,SKCN,Cravo Norte Airport,6.31684,-70.2107,Colombia
CO,Bolivar,CTG,SKCG,Rafael Nunez International Airport,10.4424,-75.513,Colombia
CO,Cundinamarca,EUO,,Paratebueno Airport,4.383333,-73.2,Colombia
CO,Vaupes,MIX,,Miriti-Parana Airport,-1.1333333,-70.25,Colombia
CO,Boyaca,RON,SKPA,Juan Jose Rondon,6.283,-71.083,Colombia
CO,Casanare,HTZ,SKHC,Hato Corozal Airport,6.15,-71.75,Colombia
CO,Arauca,RVE,SKSA,Los Colonizadores Airport,6.951868,-71.857179,Colombia
CO,Meta,CCO,SKCI,Carimagua Airport,4.56417,-71.3364,Colombia
CO,Choco,NQU,SKNQ,Reyes Murillo Airport,5.6964,-77.2806,Colombia
CO,"San Andres, Providencia y Santa Catalina",PVA,SKPV,El Embrujo Airport,13.3569,-81.3583,Colombia
CO,Cordoba,MTB,SKML,Montelibano Airport,7.97174,-75.4325,Colombia
CO,Arauca,AUC,SKUC,Santiago Perez  Quiroz Airport,7.06888,-70.7369,Colombia
CO,Vichada,CSR,,Casuarito Airport,5.833333,-68.133333,Colombia
CO,Amazonas,LCR,,La Chorrera Airport,-0.733333,-73.01667,Colombia
CO,Cauca,PPN,SKPP,Guillermo Leon Valencia Airport,2.4544,-76.6093,Colombia
CO,Vichada,SSL,SKSL,Santa Rosalia Airport,5.1309,-70.8682,Colombia
CO,Amazonas,TCD,SKRA,Tarapaca Airport,-2.894722,-69.747222,Colombia
CO,La Guajira,RCH,SKRH,Almirante Padilla Airport,11.5262,-72.926,Colombia
CO,Meta,GMC,,Guerima Airport,3.62918,-70.32332,Colombia
CO,Cundinamarca,PAL,SKPQ,Captain German Olano Moreno Air Base,5.48361,-74.6574,Colombia
CO,Norte de Santander,TIB,SKTB,Tibu Airport,8.63152,-72.7304,Colombia
CO,Tolima,IBE,SKIB,Perales Airport,4.42161,-75.1333,Colombia
CO,Amazonas,LET,SKLT,Alfredo Vasquez Cobo International Airport,-4.19355,-69.9432,Colombia
CO,Antioquia,PBE,SKPR,Morela Airport (Puerto Berrio Airport,6.46034,-74.4105,Colombia
CO,Caqueta,FLA,SKFL,Gustavo Artunduaga Paredes Airport,1.58919,-75.5644,Colombia
CO,Cundinamarca,HRR,,La Herrera Airport,3.216667,-75.85,Colombia
CO,Meta,GAA,,Guamal Airport,9.044649,-730973386,Colombia
CO,Santander,SNT,SKRU,Las Cruces Airport,7.38322,-73.505402,Colombia
CO,Narino,IPI,SKIP,San Luis Airport,0.861925,-77.6718,Colombia
CO,Vichada,LGT,SKGA,Las Gaviotas Airport,4.549722,-70.925,Colombia
CO,Choco,CPB,SKCA,Capurgana Airport,8.63333,-77.35,Colombia
CO,Magdalena,IVO,,Chibolo Airport,10.0166667,-74.6833333,Colombia
CO,Antioquia,URR,SKUR,Urrao Airport,6.32883,-76.1425,Colombia
CO,Vichada,PCR,SKPC,German Olano Airport,6.18472,-67.4932,Colombia
CO,Huila,CJD,,Candilejas Airport,2.0666667,-74.5833333,Colombia
CO,Casanare,TDA,SKTD,Trinidad Airport,5.43278,-71.6625,Colombia
CO,Valle del Cauca,ULQ,SKUL,Heriberto Gil Martinez,4.08836,-76.2351,Colombia
CO,Tolima,MQU,SKQU,Mariquita Airport,5.21256,-74.8836,Colombia
CO,Norte de Santander,CUC,SKCC,Camilo Daza International Airport,7.92757,-72.5115,Colombia
CO,Quindio,AXM,SKAR,El Eden International Airport,4.45278,-75.7664,Colombia
CO,Vichada,LPE,SKIM,La Primavera Airport,3.733333,-76.216667,Colombia
CO,Choco,UIB,SKUI,El Carano Airport,5.69076,-76.6412,Colombia
CO,Antioquia,EBG,SKEB,El Bagre Airport (El Tomin Airport),7.59647,-74.8089,Colombia
CO,Valle del Cauca,CLO,SKCL,Alfonso Bonilla Aragon International Airport,3.54322,-76.3816,Colombia
CO,Cesar,VUP,SKVP,Alfonso Lopez Pumarejo Airport,10.435,-73.2495,Colombia
CO,Meta,VVC,SKVV,La Vanguardia Airport,4.16787,-73.6138,Colombia
CO,Antioquia,NCI,SKNC,Antioquia Airport,8.45,-76.7833,Colombia
CO,Meta,LMC,SKNA,La Macarena Airport,2.1736,-73.7862,Colombia
CO,Guainia,NBB,SKBM,Barranco Minas Airport,3.483333,-69.8,Colombia
CO,Sucre,TLU,SKTL,Golfo de Morrosquillo Airport,9.50945,-75.5854,Colombia
CO,Casanare,ORC,SKOE,Orocue Airport,4.79222,-71.3564,Colombia
CO,Antioquia,NAR,SKPN,Puerto Nare Airport,6.21002,-74.5906,Colombia
CO,Guaviare,AYI,,Yari Airport,-0.383333,-72.266667,Colombia
CO,Caldas,MZL,SKMZ,La Nubia Airport (Santaguida Airport),5.0296,-75.4647,Colombia
CO,Amazonas,LPD,SKLP,La Pedrera Airport,-1.32861,-69.5797,Colombia
CO,Narino,TCO,SKCO,La Florida Airport,1.81442,-78.7492,Colombia
CO,Boyaca,GCA,,Guacamayas Airport,2.283333,-74.95,Colombia
CO,Putumayo,PUU,SKAS,Tres de Mayo Airport,0.505228,-76.5008,Colombia
CO,Sucre,SRS,,San Marcos Airport,8.69,-75.156,Colombia
CO,Santander,CIM,SKCM,Cimitarra Airport,6.367,-73.967,Colombia
CO,Antioquia,EOH,SKMD,Olaya Herrera Airport,6.220549,-75.590582,Colombia
CO,Guaviare,SJE,SKSJ,Jorge Enrique Gonzalez Torres Airport,2.57969,-72.6394,Colombia
CO,Huila,PTX,SKPI,Contador Airport,1.85777,-76.0857,Colombia
CO,Bolivar,MMP,SKMP,San Bernardo Airport,9.799106,-74.786006,Colombia
CO,Antioquia,OTU,SKOT,Otu Airport,7.01037,-74.7155,Colombia
CO,Meta,API,SKAP,Captain Luis F. Gomez Nino Air Base,4.07607,-73.5627,Colombia
CO,Choco,GGL,,Gilgal Airport,8.333333,-77.083333,Colombia
CO,Antioquia,APO,SKLC,Antonio Roldan  Betancourt Airport,7.81196,-76.7164,Colombia
CO,Magdalena,ELB,SKBC,Las Flores Airport,9.04554,-73.9749,Colombia
CR,Guanacaste,CSC,MRMJ,Canas Mojica Airport,10.4307003,-85.17459869,Costa Rica
CR,Alajuela,RFR,MRRF,Rio Frio Airport,10.32740021,-83.88760376,Costa Rica
CR,Limon,TTQ,MRBT,Tortuguero Airport (Barra de Tortuguero Airport),10.42,-83.6095,Costa Rica
CR,Alajuela,SJO,MROC,Juan Santamaria International Airport,9.993860245,-84.20880127,Costa Rica
CR,Limon,LIO,MRLM,Limon International Airport,9.957960129,-83.02200317,Costa Rica
CR,Guanacaste,LIR,MRLB,Daniel Oduber Quiros International Airport,10.5933,-85.544403,Costa Rica
CR,Puntarenas,XQP,MRQP,Quepos La Managua Airport,9.443160057,-84.12979889,Costa Rica
CR,Guanacaste,PBP,MRIA,Punta Islita Airport,9.856109619,-85.3707962,Costa Rica
CR,Alajuela,LSL,MRLC,Los Chiles Airport,11.03530025,-84.70610046,Costa Rica
CR,Puntarenas,JAP,MRCH,Chacarita Airport,9.981410027,-84.77269745,Costa Rica
CR,Puntarenas,GLF,MRGF,Golfito Airport,8.654009819,-83.18219757,Costa Rica
CR,Alajuela,UPL,MRUP,Upala Airport,10.8922,-85.016197,Costa Rica
CR,Limon,GPL,MRGP,Guapiles Airport,10.21720028,-83.79699707,Costa Rica
CR,Guanacaste,PLD,MRCR,Carrillo Airport (Playa Samara/Carrillo Airport),9.870510101,-85.48139954,Costa Rica
CR,Guanacaste,NCT,MRNC,Nicoya Guanacaste Airport,10.13939953,-85.44580078,Costa Rica
CR,Puntarenas,BAI,MRBA,Buenos Aires Airport,9.163949,-83.330171,Costa Rica
CR,Puntarenas,TMU,MRTR,Tambor Airport,9.73852,-85.013802,Costa Rica
CR,Puntarenas,PMZ,MRPM,Palmar Sur Airport,8.951029778,-83.46859741,Costa Rica
CR,Puntarenas,OTR,MRCC,Coto 47 Airport,8.601559639,-82.96859741,Costa Rica
CR,Puntarenas,PJM,MRPJ,Puerto Jimenez Airport,8.533329964,-83.30000305,Costa Rica
CR,Puntarenas,TOO,MRSV,San Vito de Java Airport,8.826109886,-82.95890045,Costa Rica
CR,Guanacaste,TNO,MRTM,Tamarindo Airport,10.3135004,-85.81549835,Costa Rica
CR,San Jose,SYQ,MRPV,Tobias Bolanos International Airport,9.957050323,-84.13980103,Costa Rica
CR,Guanacaste,NOB,MRNS,Nosara Airport,9.976490021,-85.65299988,Costa Rica
CR,Limon,BCL,MRBC,Barra del Colorado Airport,10.76869965,-83.58560181,Costa Rica
CR,Puntarenas,DRK,MRDK,Drake Bay Airport,8.71889019,-83.64170074,Costa Rica
CR,Alajuela,FON,MRAN,La Fortuna Airport,10.478,-84.634499,Costa Rica
CU,Villa Clara,BWW,MUBR,Las Brujas Airport,22.62129974,-79.14720154,Cuba
CU,Isla de la Juventud,GER,MUNG,Rafael Cabrera Mustelier Airport,21.83469963,-82.78379822,Cuba
CU,Sancti Spiritus,USS,MUSS,Sancti Spiritus Airport,21.9704,-79.442703,Cuba
CU,Guantanamo,BCA,MUBA,Gustavo Rizo Airport,20.36529922,-74.5062027,Cuba
CU,Camaguey,CMW,MUCM,Ignacio Agramonte International Airport,21.42029953,-77.84750366,Cuba
CU,Guantanamo,NBW,KNBW,Guantanamo Bay Naval Base,19.90649986,-75.20709991,Cuba
CU,Isla de la Juventud,SZJ,MUSN,Siguanea Airport,21.64249992,-82.95510101,Cuba
CU,Matanzas,VRO,MUKW,Kawama Airport,23.124001,-81.301598,Cuba
CU,Holguin,MOA,MUMO,Orestes Acosta Airport,20.65390015,-74.92220306,Cuba
CU,Guantanamo,UMA,,Punta de Maisi Airport,20.25060081,-74.15049744,Cuba
CU,Guantanamo,GAO,MUGT,Mariana Grajales Airport,20.08530045,-75.15830231,Cuba
CU,Matanzas,VRA,MUVR,Juan Gualberto Gomez Airport,23.03440094,-81.43530273,Cuba
CU,Ciego de Avila,AVI,MUCA,Maximo Gomez  Airport,22.02709961,-78.78959656,Cuba
CU,Granma,BYM,MUBY,Carlos Manuel de Cespedes Airport,20.39640045,-76.62139893,Cuba
CU,Villa Clara,SNU,MUSC,Abel Santamaria Airport,22.49220085,-79.94360352,Cuba
CU,Cienfuegos,CFG,MUCF,Jaime Gonzalez Airport,22.14999962,-80.41419983,Cuba
CU,Pinar del Rio,LCL,MULM,La Coloma Airport,22.33609962,-83.64189911,Cuba
CU,Artemisa,UPB,MUPB,Playa Baracoa Airport,23.03280067,-82.57939911,Cuba
CU,Pinar del Rio,SNJ,MUSJ,San Julian Air Base,22.09530067,-84.15200043,Cuba
CU,Ciego de Avila,CCC,MUCC,Jardines del Rey Airport,22.46100044,-78.32839966,Cuba
CU,Sancti Spiritus,TND,MUTD,Alberto Delgado Airport,21.78829956,-79.99720001,Cuba
CU,Las Tunas,VTU,MUVT,Hermanos Ameijeiras Airport,20.98760033,-76.93579865,Cuba
CU,La Habana,HAV,MUHA,Jose Marti International Airport,22.98920059,-82.40910339,Cuba
CU,Santiago de Cuba,SCU,MUCU,Antonio Maceo International Airport,19.96980095,-75.83540344,Cuba
CU,Holguin,HOG,MUHG,Frank Pais Airport,20.78560066,-76.31510162,Cuba
CU,Isla de la Juventud,CYO,MUCL,Vilo Acuna Airport,21.61650085,-81.54599762,Cuba
CU,Granma,MZO,MUMZ,Sierra Maestra Airport,20.28809929,-77.08920288,Cuba
CV,Ribeira Grande,NTO,GVAN,Agostinho Neto Airport,17.20280075,-25.09059906,Cape Verde
CV,Sao Vicente,VXE,GVSV,Cesaria Evora Airport,16.83320045,-25.05529976,Cape Verde
CV,Ribeira Grande de Santiago,RAI,GVNP,Nelson Mandela International Airport,14.92450047,-23.49349976,Cape Verde
CV,Sao Filipe,MTI,GVMT,Mosteiros Airport,15.04500008,-24.33919907,Cape Verde
CV,Boa Vista,BVC,GVBA,Aristides Pereira International Airport (Rabil Airport),16.1364994,-22.88890076,Cape Verde
CV,Brava,BVR,GVBR,Esperadinha Airport,14.86430556,-24.746,Cape Verde
CV,Sal,SID,GVAC,Amilcar Cabral International Airport,16.7414,-22.9494,Cape Verde
CV,Maio,MMO,GVMA,Maio Airport,15.1559,-23.21369934,Cape Verde
CV,Sao Filipe,SFL,GVSF,Sao Filipe Airport,14.88500023,-24.47999954,Cape Verde
CV,Ribeira Grande,SNE,GVSN,Preguica Airport,16.58839989,-24.28470039,Cape Verde
CW,Curacao,CUR,TNCC,Curacao International Airport (Hato Int'l Airport),12.1889,-68.959801,Cura̤ao
CX,Christmas Island,XCH,YPXM,Christmas Island Airport,-10.45059967,105.6900024,Christmas Island
CY,Pafos,PFO,LCPH,Paphos International Airport,34.7179985,32.4856987,Cyprus
CY,Larnaka,LCA,LCLK,Larnaca International Airport,34.87509918,33.62490082,Cyprus
CY,Ammochostos,GEC,,Gecitkale Air Base,35.235947,33.724358,Cyprus
CY,Lefkosia,NIC,LCNC,Nicosia International Airport1,35.1507988,33.27870178,Cyprus
CY,Lefkosia,ECN,LCEN,Ercan International Airport,35.15470123,33.49610138,Cyprus
CY,Lemesos,AKT,LCRA,RAF Akrotiri,34.590401,32.9879,Cyprus
CZ,Olomoucky kraj,PRV,LKPO,Prerov Airport,49.42580032,17.40469933,Czech Republic
CZ,Jihocesky kraj,,LKCS,Ceske Budejovice Airport (Plana Airport),48.94639969,14.42749977,Czech Republic
CZ,Pardubicky kraj,PED,LKPD,Pardubice Airport,50.01340103,15.73859978,Czech Republic
CZ,Zlinsky kraj,UHE,LKKU,Kunovice Airport,49.02939987,17.43969917,Czech Republic
CZ,Zlinsky kraj,GTW,LKHO,Holesov Airport,49.3143997,17.5688992,Czech Republic
CZ,Moravskoslezsky kraj,ZBE,LKZA,Zabreh Airport,49.92829895,18.07830048,Czech Republic
CZ,Moravskoslezsky kraj,OSR,LKMT,Leos Janacek Airport,49.69630051,18.11109924,Czech Republic
CZ,Stredocesky kraj,PRG,LKPR,Vaclav Havel Airport Prague,50.1008,14.26,Czech Republic
CZ,Jihomoravsky kraj,BRQ,LKTB,Brno-Turany Airport,49.15129852,16.69440079,Czech Republic
CZ,Olomoucky kraj,OLO,LKOL,Olomouc Airport (Neredin Airport),49.587799,17.2108,Czech Republic
CZ,Stredocesky kraj,VOD,LKVO,Vodochody Airport,50.216599,14.3958,Czech Republic
CZ,Karlovarsky kraj,KLV,LKKV,Karlovy Vary Airport,50.20299911,12.91499996,Czech Republic
CZ,Karlovarsky kraj,MKA,LKMR,Marianske Lazne Airport,49.92279816,12.72469997,Czech Republic
DE,Mecklenburg-Vorpommern,HDF,EDAH,Heringsdorf Airport,53.87870026,14.15229988,Germany
DE,Nordrhein-Westfalen,AAH,EDKA,Merzbruck Airport,50.82305527,6.186388969,Germany
DE,Nordrhein-Westfalen,NRN,EDLV,Weeze Airport (Niederrhein Airport),51.60240173,6.142169952,Germany
DE,Hessen,WIE,ETOU,Wiesbaden Army Airfield,50.04980087,8.325400352,Germany
DE,Nordrhein-Westfalen,DTM,EDLW,Dortmund Airport,51.5182991,7.612239838,Germany
DE,Schleswig-Holstein,HEI,EDXB,Heide-Busum Airport,54.15333176,8.901666641,Germany
DE,Schleswig-Holstein,PSH,EDXO,Sankt Peter-Ording Airport,54.30888748,8.686944008,Germany
DE,Berlin,TXL,EDDT,Berlin Tegel Airport,52.5597,13.2877,Germany
DE,Schleswig-Holstein,LBC,EDHL,Lubeck Airport,53.80540085,10.71920013,Germany
DE,Schleswig-Holstein,HGL,EDXH,Heligoland Airport (Dune Airport),54.18527985,7.915832996,Germany
DE,Rheinland-Pfalz,HHN,EDFH,Frankfurt-Hahn Airport,49.9487,7.26389,Germany
DE,Thuringen,EIB,EDGE,Eisenach-Kindel Airport,50.991604,10.47973,Germany
DE,Nordrhein-Westfalen,CGN,EDDK,Cologne Bonn Airport,50.86589813,7.142739773,Germany
DE,Niedersachsen,FCN,ETMN,Nordholz Naval Airbase,53.7677002,8.658499718,Germany
DE,Thuringen,ERF,EDDE,Erfurt-Weimar Airport,50.97980118,10.95810032,Germany
DE,Bayern,KZG,ETIN,Kitzingen Airport,49.743099,10.2006,Germany
DE,Bayern,NUE,EDDN,Nuremberg Airport,49.498699,11.078056,Germany
DE,Niedersachsen,VAC,EDWU,Varrelbusch Airport,52.908333,8.040556,Germany
DE,Baden-Wurttemberg,FDH,EDNY,Friedrichshafen Airport (Bodensee Airport),47.67129898,9.511489868,Germany
DE,Nordrhein-Westfalen,SGE,EDGS,Siegerland Airport,50.70769882,8.082969666,Germany
DE,Niedersachsen,WVN,EDWI,JadeWeserAirport,53.50222015,8.052222252,Germany
DE,Rheinland-Pfalz,ZQW,EDRZ,Zweibrucken Airport,49.2094,7.40056,Germany
DE,Bayern,HOQ,EDQM,Hof-Plauen Airport,50.28861237,11.85638905,Germany
DE,Baden-Wurttemberg,LHA,EDTL,Flughafen Lahr (Lahr Airport),48.36930084,7.827720165,Germany
DE,Saarland,SCN,EDDR,Saarbrucken Airport,49.21459961,7.109509945,Germany
DE,Niedersachsen,LGO,EDWL,Langeoog Airport,53.74250031,7.497777939,Germany
DE,Baden-Wurttemberg,STR,EDDS,Stuttgart Airport,48.68989944,9.221960068,Germany
DE,Hamburg,XFW,EDHI,Hamburg Finkenwerder Airport,53.53527832,9.83555603,Germany
DE,Bayern,GHF,ETEU,Giebelstadt Airport,49.64805603,9.966388702,Germany
DE,Bayern,MUC,EDDM,Munich Airport,48.353802,11.7861,Germany
DE,Bayern,OBF,EDMO,Oberpfaffenhofen Airport,48.081402,11.2831,Germany
DE,Sachsen,LEJ,EDDP,Leipzig/Halle Airport,51.423889,12.236389,Germany
DE,Niedersachsen,NOD,EDWS,Norddeich Airport,53.63305664,7.190278053,Germany
DE,Brandenburg,BER,EDDB,Berlin Brandenburg Airport,52.35138889,13.49388889,Germany
DE,Bayern,FEL,ETSF,Furstenfeldbruck Air Base,48.205555,11.266944,Germany
DE,Niedersachsen,XLW,EDWD,Lemwerder Airport,53.144699,8.62444,Germany
DE,Niedersachsen,NRD,EDWY,Norderney Airport,53.70694351,7.230000019,Germany
DE,Bayern,AGB,EDMA,Augsburg Airport,48.425278,10.931667,Germany
DE,Nordrhein-Westfalen,BFE,EDLI,Bielefeld Airport,51.964722,8.544444,Germany
DE,Niedersachsen,AGE,EDWG,Wangerooge Airport,53.78277969,7.913888931,Germany
DE,Niedersachsen,JUI,EDWJ,Juist Airport,53.68111038,7.055832863,Germany
DE,Nordrhein-Westfalen,MGL,EDLN,Dusseldorf Monchengladbach Airport,51.230278,6.504444,Germany
DE,Schleswig-Holstein,OHR,EDXY,Wyk auf Fohr Airport,54.68444443,8.52833271,Germany
DE,Sachsen-Anhalt,ZHZ,EDAQ,Halle-Oppin Airport,51.5527,12.054,Germany
DE,Hessen,FRZ,ETHF,Fritzlar Air Base,51.1146,9.286,Germany
DE,Rheinland-Pfalz,RMS,ETAR,Ramstein Air Base,49.43690109,7.600279808,Germany
DE,Hessen,KSF,EDVK,Kassel Airport,51.417273,9.384967,Germany
DE,Mecklenburg-Vorpommern,FNB,ETNU,Neubrandenburg Airport,53.6022,13.306,Germany
DE,Brandenburg,SXF,EDDB,Berlin Schonefeld Airport,52.380001,13.5225,Germany
DE,Mecklenburg-Vorpommern,RLG,ETNL,Rostock-Laage Airport,53.91820145,12.27830029,Germany
DE,Sachsen-Anhalt,KOQ,EDCK,Kothen Airport,51.7211113,11.95277786,Germany
DE,Sachsen,IES,EDAU,Riesa-Gohlis Airfield,51.29360962,13.35611057,Germany
DE,Hessen,FRA,EDDF,Frankfurt Airport,50.033333,8.570556,Germany
DE,Thuringen,AOC,EDAC,Leipzig-Altenburg Airport,50.981945,12.506389,Germany
DE,Bayern,URD,EDQE,Burg Feuerstein Airport,49.79416656,11.13361073,Germany
DE,Bayern,IGS,ETSI,Ingolstadt Manching Airport,48.71569824,11.5340004,Germany
DE,Niedersachsen,BMK,EDWR,Borkum Airfield,53.59639,6.709167,Germany
DE,Baden-Wurttemberg,FKB,EDSB,Karlsruhe/Baden-Baden Airport,48.77939987,8.080499649,Germany
DE,Niedersachsen,BMR,EDWZ,Baltrum Airport,53.72472382,7.373332977,Germany
DE,Nordrhein-Westfalen,PAD,EDLP,Paderborn Lippstadt Airport,51.61410141,8.616319656,Germany
DE,Bayern,ILH,ETIK,Illesheim Army Airfield,49.47389984,10.38809967,Germany
DE,Bremen,BRE,EDDW,Bremen Airport,53.04750061,8.786669731,Germany
DE,Mecklenburg-Vorpommern,REB,EDAX,Rechlin-Larz Airfield,53.30638886,12.75222206,Germany
DE,Mecklenburg-Vorpommern,PEF,EDCP,Peenemunde Airfield,54.15777969,13.77444363,Germany
DE,Mecklenburg-Vorpommern,BBH,EDBH,Stralsund-Barth Airport,54.338253,12.710515,Germany
DE,Schleswig-Holstein,KEL,EDHK,Kiel Airport,54.37944412,10.14527798,Germany
DE,Rheinland-Pfalz,BBJ,EDRB,Bitburg Airport (former Bitburg Air Base),49.945278,6.565,Germany
DE,Niedersachsen,BWE,EDVE,Braunschweig-Wolfsburg Airport,52.319199,10.5561,Germany
DE,Nordrhein-Westfalen,ESS,EDLE,Essen/Mulheim Airport,51.40230179,6.937329769,Germany
DE,Mecklenburg-Vorpommern,GTI,EDCG,Rugen Airport (Guttin Airfield),54.383331,13.325556,Germany
DE,Sachsen,DRS,EDDC,Dresden Airport,51.13280106,13.76720047,Germany
DE,Bayern,RBM,EDMS,Straubing Wallmuhle Airport,48.90083313,12.51666737,Germany
DE,Schleswig-Holstein,EUM,EDHN,Neumunster Airport,54.07944489,9.941389084,Germany
DE,Sachsen-Anhalt,CSO,EDBC,Magdeburg-Cochstedt Airport,51.85639954,11.42029953,Germany
DE,Nordrhein-Westfalen,GUT,ETUO,RAF Gutersloh,51.922798,8.30633,Germany
DE,Nordrhein-Westfalen,FMO,EDDG,Munster Osnabruck International Airport,52.13460159,7.684830189,Germany
DE,Bayern,FMM,EDJA,Memmingen Airport,47.98880005,10.23950005,Germany
DE,Nordrhein-Westfalen,GKE,ETNG,NATO Air Base Geilenkirchen,50.9608,6.04242,Germany
DE,Schleswig-Holstein,GWT,EDXW,Sylt Airport (Westerland Airport),54.91320038,8.340470314,Germany
DE,Bayern,BYU,EDQD,Bindlacher Berg Airport,49.985001,11.64,Germany
DE,Schleswig-Holstein,FLF,EDXF,Flensburg-Schaferhaus Airport,54.7733345,9.378889084,Germany
DE,Mecklenburg-Vorpommern,SZW,EDOP,Schwerin-Parchim International Airport,53.426998,11.7834,Germany
DE,Baden-Wurttemberg,MHG,EDFM,Mannheim City Airport,49.473057,8.514167,Germany
DE,Niedersachsen,EME,EDWE,Emden Airport,53.391109,7.2275,Germany
DE,Rheinland-Pfalz,SPM,ETAD,Spangdahlem Air Base,49.97269821,6.692500114,Germany
DE,Niedersachsen,HAJ,EDDV,Hannover Airport,52.46110153,9.685079575,Germany
DE,Hamburg,HAM,EDDH,Hamburg Airport,53.63040161,9.988229752,Germany
DE,Schleswig-Holstein,QHU,EDXJ,Husum Schwesing Airport,54.50999832,9.138333321,Germany
DE,Schleswig-Holstein,WBG,ETNS,Schleswig Air Base,54.459301,9.51633,Germany
DE,Nordrhein-Westfalen,DUS,EDDL,Dusseldorf Airport,51.289501,6.76678,Germany
DE,Baden-Wurttemberg,HDB,ETIE,Heidelberg Airport,49.392397,8.651935,Germany
DJ,Tadjourah,MHI,HDMO,Moucha Airport,11.71666718,43.20000076,Djibouti
DJ,Djibouti,JIB,HDAM,Djibouti-Ambouli International Airport,11.54730034,43.15950012,Djibouti
DJ,Ali Sabieh,AII,HDAS,Ali-Sabieh Airport,11.146889,42.72,Djibouti
DJ,Tadjourah,TDJ,HDTJ,Tadjoura Airport,11.78299999,42.91699982,Djibouti
DJ,Obock,OBC,HDOB,Obock Airport,11.96700001,43.26699829,Djibouti
DK,Sjaelland,MRW,EKMB,Lolland Falster Airport,54.699299,11.4401,Denmark
DK,Hovedstaden,RNN,EKRN,Bornholm Airport,55.06330109,14.75959969,Denmark
DK,Nordjylland,AAL,EKYT,Aalborg Airport,57.09275891,9.849243164,Denmark
DK,Syddanmark,SGD,EKSB,Sonderborg Airport,54.96440125,9.791729927,Denmark
DK,Midtjylland,AAR,EKAH,Aarhus Airport,56.29999924,10.61900043,Denmark
DK,Syddanmark,SKS,EKSP,Vojens Airport (Skrydstrup Airport),55.221048,9.26702,Denmark
DK,Midtjylland,STA,EKVJ,Stauning Vestjylland Airport,55.99010086,8.353910446,Denmark
DK,Midtjylland,SQW,EKSV,Skive Airport,56.55020142,9.172980309,Denmark
DK,Syddanmark,EBJ,EKEB,Esbjerg Airport,55.525902,8.5534,Denmark
DK,Midtjylland,KRP,EKKA,Karup Airport,56.29750061,9.124629974,Denmark
DK,Sjaelland,RKE,EKRK,Roskilde Airport,55.58560181,12.13140011,Denmark
